text,label,idiom_string,source
"but mr norman rules the roost in the film field with a regular 4 million audience, twice the weekly cinema audience.",1,rule the roost,MAGPIE
"even the pop posters were old, they blew my mind with boredom.",1,blow someone's mind,MAGPIE
"ireland, an issue that resurfaced with a vengeance the day after the election, is a case in point.",1,with a vengeance,MAGPIE
‘ again you could say the answer is yes and no.,0,yes and no,MAGPIE
‘ ms topaz told me you were always too big for your boots.’,1,too big for your boots,MAGPIE
"‘ now's the time to nail my colours to the mast, throw away the scabbard, buckle to, go the whole hog, cross the rubicon, grab the bull by the horns, put my shoulder to the wheel and leave a note out for the milkman.’",1,cross the rubicon,MAGPIE
lady luck seems to turn against him when the chips are down — and it is certainly the chips that have gone against him.,1,when the chips are down,MAGPIE
"as those visits covered a period of six months, i may have got some of the dialogue a little out of the exact chronological order, but by and large that was the sequence of events.",0,out of order,MAGPIE
he turned his head wildly about from side to side.,0,turn heads,MAGPIE
"mm, you see at the end of the day one has to work out if this is gon na be an earthly er point towards the kingdom, that's the different between this faith and any other faith isn't it?",1,at the end of the day,MAGPIE
"a weakness of both the conventional and innovative approaches, however, is that they have been dominated by not only the need to break even financially, but also by the ‘ behavioural approach’ to and the financial view of the problem, which collectively ( stanley and farrington, 1981, 65 ) have :",1,break even,MAGPIE
"i mean, honey, considering she's older, touch wood and, you know hardly",1,touch wood,MAGPIE
"you could see the broken veins on his nose and see the puffy skin above his eyelids, bunched up like old crêpe curtains.",0,on the nose,MAGPIE
"throughout europe, the rise of divorce from negligible levels and the doubling of suicide rates from 1875 to 1914 suggest that fertility decline goes hand in hand with other radical changes in attitudes and behaviour.",1,go hand in hand,MAGPIE
"subsidiary characters run the gamut of weird and wacky academics, familiar from a host of campus novels.",1,run the gamut,MAGPIE
"this project researches into the degree of cooperation between israel and her neighbours in the management and protection of the resources of the east mediterranean sea ; especially cooperation in the fields of marine pollution control ( covered by the barcelona convention on the prevention of pollution in the mediterranean of 1983 ) marine survey work, maritime traffic control, safety of life at sea and fisheries.",0,at sea,MAGPIE
questor column : speaking volumes about patten,1,speak volumes,MAGPIE
but there is no doubt the 39-year - old batsman wants to be calling the shots when the ashes series winds up at the oval in august.,1,call the shots,MAGPIE
"for, as neil bartlett points out, that nice little word was corrupted long before we got our sticky fingers on it.",1,sticky fingers,MAGPIE
"that is inevitable when we are dealing with official bodies, but please be assured that a lot of work will be going on behind the scenes.",1,behind the scenes,MAGPIE
the greek cypriots got wind of an idea by mr hurd to meet rauf denktash on his own and they say that would be an unfriendly act.,1,get wind of,MAGPIE
"you get mad, sometimes you cry, then you pick up the pieces and get on, because there's always someone else who needs you.’",1,pick up the pieces,MAGPIE
"then she swiped me right across the nose, claws at full stretch.",0,at a stretch,MAGPIE
"' madam, i wish you would listen instead of jumping to ridiculous conclusions! '",1,jump to conclusions,MAGPIE
"‘ oh my god, if i don't get a move on i 'm going to be late.’",1,get a move on,MAGPIE
"her stunt of last night had been infantile, to say the least, if not positively life - threatening.",1,to say the least,MAGPIE
"simply put, pan - eurozone financial governance had supposedly won the day.",1,win the day,MAGPIE
he's probably gone happily native in there. ',1,go native,MAGPIE
"this may have been because he was ignorant or stupid but, reading between the lines of heinz's file, it is more likely that the foreman had taken against his young charge who was ‘ very intelligent and conceited’.",1,read between the lines,MAGPIE
"and apparently these other lads further down, to the tune of about a hundred and fifty yards, had all lifted the boards up on the belt and so all their slack and that was coming to me.",1,to the tune of,MAGPIE
she was smiling to herself as she let herself into her kitchen by the back door.,0,by the back door,MAGPIE
"then he took a brilliant catch at deep square lag to dismiss lancashire dangerman lloyd, and grabbed two wickets with his medium pace for good measure.",1,for good measure,MAGPIE
"with the theatre now under financial siege, these are the only shows now possible to make ends meet.",1,make ends meet,MAGPIE
leave well alone,1,leave well alone,MAGPIE
going with the flow in california,1,go with the flow,MAGPIE
"the programme has never done better than it is doing now, it is going great guns.’",1,go great guns,MAGPIE
‘ the faskally boatman brought me across the foot of the loch and i came straight over the hill to the brig of grandtully.’,0,over the hill,MAGPIE
"his early training as an engineer stood him in good stead, and he not only devised but also constructed most of the apparatus that he used.",1,stand someone in good stead,MAGPIE
he wouldn't hurt a fly.,1,wouldn't hurt a fly,MAGPIE
"even before thistle scored, sammy johnston had the ball in the motherwell net, but was ruled offside.",0,have a ball,MAGPIE
councillors have already held talks with the town's bus operators with a view to reducing the number of vehicles using the centre.,1,with a view to,MAGPIE
i should turn round and go straight back this minute!’,0,go straight,MAGPIE
"that was the job description, no two ways about it.",1,no two ways about it,MAGPIE
cleveland was bottom of the 107 authorities with just 67 per cent of children making the grade.,1,make the grade,MAGPIE
"' initially it was for the sheer hell of it, ' she said.",1,for the hell of it,MAGPIE
